Activity,Flow Name,Flow Location,LCIA Method,Unit,Absolute Contribution,Percentage Contribution
Nickel concentrate CA,"market for diesel, burned in diesel-electric generating set, 10MW",GLO,Total EQ,PDF.m2.yr,0.015294702178795447,3.1668951193528825
Nickel concentrate CA,market for ammonium nitrate,RNA,Total EQ,PDF.m2.yr,0.009087894711812957,1.881724081423072
Nickel concentrate CA,"market for carboxymethyl cellulose, powder",GLO,Total EQ,PDF.m2.yr,0.00902698991320821,1.8691132370148724
Nickel concentrate CA,"market for sulfidic tailings, from nickel mine operation",CA,Total EQ,PDF.m2.yr,0.008631034541833055,1.7871273886844612
Nickel concentrate CA,"market for chemical, inorganic",GLO,Total EQ,PDF.m2.yr,0.004156917695197453,0.8607243349088366
Nickel concentrate CA,market for polyacrylamide,GLO,Total EQ,PDF.m2.yr,0.0012659764595650044,0.26213094077571664
Nickel concentrate CA,market for foaming agent,GLO,Total EQ,PDF.m2.yr,0.0009839297615752342,0.2037308293612069
Nickel concentrate CA,"market for lime, hydrated, packed",RoW,Total EQ,PDF.m2.yr,0.0003489772830104709,0.07225864494851703
Nickel concentrate CA,market for lubricating oil,RoW,Total EQ,PDF.m2.yr,0.00027584000121587133,0.05711496329650233
Nickel concentrate CA,"market for diesel, low-sulfur",RoW,Total EQ,PDF.m2.yr,0.0002719724001127915,0.056314144364968746
Nickel concentrate CA,market for ethylene glycol,RoW,Total EQ,PDF.m2.yr,4.039962162532223e-06,0.000836507720472739
Nickel concentrate CA,"market for diesel, burned in building machine",GLO,Total HH,DALY,1.6621678886168174e-06,39.91618049506908
Nickel concentrate CA,"market for cement, CEM II/B",RoW,Total HH,DALY,1.2869085402304349e-06,30.90450364507431
Nickel concentrate CA,market for sand,RoW,Total HH,DALY,4.3096753360988876e-07,10.349482730894467
Nickel concentrate CA,"market for soda ash, dense",GLO,Total HH,DALY,2.8813336908609843e-07,6.919387413183538
Nickel concentrate CA,"market for mine infrastructure, underground, non-ferrous metal",GLO,Total HH,DALY,1.4151952365424658e-07,3.3985248352137796
Nickel concentrate CA,"market for diesel, burned in diesel-electric generating set, 10MW",GLO,Total HH,DALY,1.216162021663222e-07,2.92055592581288
Nickel concentrate CA,market for ammonium nitrate,RNA,Total HH,DALY,9.247621131347034e-08,2.2207727435766826
Nickel concentrate CA,"market for carboxymethyl cellulose, powder",GLO,Total HH,DALY,7.57811023387355e-08,1.819847549566999
Nickel concentrate CA,"market for chemical, inorganic",GLO,Total HH,DALY,3.56480260136031e-08,0.856070587331585
Nickel concentrate CA,market for polyacrylamide,GLO,Total HH,DALY,1.1369815102873057e-08,0.2730407649852438
Nickel concentrate CA,market for foaming agent,GLO,Total HH,DALY,9.976353362649936e-09,0.23957743633075693
Nickel concentrate CA,"market for lime, hydrated, packed",RoW,Total HH,DALY,3.2369434341783316e-09,0.07773367495296213
Nickel concentrate CA,market for lubricating oil,RoW,Total HH,DALY,2.2695703834425657e-09,0.054502665881208744
Nickel concentrate CA,"market for diesel, low-sulfur",RoW,Total HH,DALY,2.037710271232106e-09,0.048934654279022605
Nickel concentrate CA,market for ethylene glycol,RoW,Total HH,DALY,3.6847602280939054e-11,0.0008848778474961576
Nickel concentrate CA,"market for sulfidic tailings, from nickel mine operation",CA,Total HH,DALY,0.0,0.0
Sulfidic market tailings gold CA,"treatment of sulfidic tailings, from gold mine operation, tailings impoundment",CA,Total EQ,PDF.m2.yr,0.0012351222870396472,100.0
Tellurium,market for copper telluride cement,GLO,Total EQ,PDF.m2.yr,9.25840921041702,93.0577611846422
Tellurium,"market for electricity, medium voltage",CA-QC,Total EQ,PDF.m2.yr,0.53332835235349,5.360569112722803
Tellurium,"market for chemical factory, organics",GLO,Total EQ,PDF.m2.yr,0.09044200155108396,0.9090471149117334
Tellurium,"market for wastewater, average",CA-QC,Total EQ,PDF.m2.yr,0.04906910408607867,0.493201463211301
Tellurium,market for sulfuric acid,RoW,Total EQ,PDF.m2.yr,0.017850786120127807,0.17942112451196757
Tellurium,market for copper telluride cement,GLO,Total HH,DALY,7.404561025570135e-05,87.80086567681563
Tellurium,"market for electricity, medium voltage",CA-QC,Total HH,DALY,1.0014124944518737e-05,11.874422212042452
Tellurium,"market for chemical factory, organics",GLO,Total HH,DALY,6.70976033594345e-07,0.7956214608069019
Tellurium,market for sulfuric acid,RoW,Total HH,DALY,1.4403025235025073e-07,0.1707863679741705
Tellurium,"market for wastewater, average",CA-QC,Total HH,DALY,-5.411649491698333e-07,-0.6416957176391529
